武汉 湖北,维权,2209,2024-03-04,and,3月8日，湖北省武汉市，武汉市江夏国控市政建设集团有限公司承建江夏乡村振兴农民就业基地（一期）B地块,一期一标段，居民聚集维权。居民反映：电池厂的建造选址就位于小区旁边隔壁200米。
黄冈 湖北,投诉,1450,2024-03-05,and,黄冈市罗田县居民反映自来水浑浊问题，要求相关部门尽快解决水质安全。
伊拉克 伊拉克,国际,156,2026-03-13,https://x.com/whyyoutouzhele/status/2032378757672288418,3月13日，美国中央司令部通报，一架美军 KC-135空中加油机在任务中失事。事件共涉及两架飞机，其中一架在伊拉克西部坠毁，另一架则安全降落。此次坠机并非由敌方火力或友军误击造成。
伊朗 伊朗,国际,168,2026-03-11,https://x.com/whyyoutouzhele/status/2031429881536336202,特朗普回应“伊朗使用战斧导弹袭击学校”争议：相关情况仍在调查
洛阳 河南,上访,137,2026-03-14,https://x.com/whyyoutouzhele/status/2032562344228958641,3月11日，河南省洛阳市，华夏万城建工集团有限公司，承建洛龙区八里堂城中村改造项目工程，欠薪，工人用搅拌车堵门讨薪。 3月12日，湖南省株洲市，湖南省第五工程有限公司，欠薪，工人跳楼讨薪。
南方人 南方人,教育,125,2026-03-13,https://x.com/whyyoutouzhele/status/2032406314199216398,春招期间，应届毕业生纷纷发帖表示，校方为了提高就业率，纷纷逼迫学生签“三方协议”。 有网友称，学校有时甚至威胁，不签就不给过政审。 还有网友表示，学校强制所有未签三方协议的学生回校进行“就业汇报”，但自己是南方人，从南方跑回东北路费昂贵，而且在南方还有事业编考试需要准备。
广州 广东,劳工,192,2026-03-11,https://x.com/whyyoutouzhele/status/2031535038982967794,3月10日，广州市嘉富士鞋业有限公司一名员工实名举报称，公司无故辞退员工且未为员工缴纳社保。该员工还晒出自己将《被迫解除劳动通知书》通过邮寄和电子版发送给公司的过程。
榆林 陕西,维权,175,2026-03-13,https://x.com/whyyoutouzhele/status/2032481811800936612,3月12日，陕西省榆林市府谷县。村民反映：付崖尧宏华煤矿强占农民土地。宏华煤矿拿不出任何手续，抢占老百姓土地，签订的三方协议。也单方面撕毁，甚至雇佣不明人员强行将维权的村民直接架走。
梧州 广西壮族自治区,,215,2026-03-12,https://x.com/whyyoutouzhele/status/2032036376468668659,网友投稿：3月12日，广西梧州市。中国“特色”领导摆拍种树，种树需要的坑都是挖机提前挖好的。
江苏 江苏,劳工,352,2026-03-09,https://x.com/whyyoutouzhele/status/2030735304336781474,3月7日，江苏。一名车主反映称，他的埃安霸王龙电车后备箱位置有两颗螺丝没拧紧。他怀疑是两班倒的员工，在凌晨两三点迷迷糊糊的状态下装了他这台车。 网友回复：“可能是劳务派遣的临时工或大学生，两班倒带着怨气装了你这台车” “牛马带着怨气干的活儿” “给什么工资干什么活”
广州 广东,,99,2026-03-13,https://x.com/whyyoutouzhele/status/2032426455959769251,“拉去非洲” 3月11日，广东省广州市，网友拍下交警“大丰收”拖车上密密麻麻全是被收缴的电动车。 视频发出后，弹幕网友纷纷表示：”拉去非洲“”马上出口卖给小黑“
台湾 台湾,案事件,183,2026-03-10,https://x.com/whyyoutouzhele/status/2031142999225413911,据央视新闻消息，最高人民法院工作报告披露，台湾“八旗文化”出版社总编辑富察（本名李延贺）因煽动分裂国家罪被依法判刑。法院审理认定其相关行为构成犯罪，判处有期徒刑三年。当事人在宣判时当庭表示服法认罪。
市辖区 重庆,民生,181,2026-03-13,https://x.com/whyyoutouzhele/status/2032207505384706219,3月11日，重庆綦江区羊叉河，一环保博主称：村民反映，小黄河流入羊叉河多年受矿业影响，水质严重污染，昔日清澈、有螃蟹，如今水红无生物，庄稼受害。下雨污染加剧，污水长期沿河直流入羊叉河，相关部门未处理。
黔南布依族苗族自治州 贵州,民生,146,2026-03-15,https://x.com/whyyoutouzhele/status/2032947382069981192,3月14日，贵州省黔南布依族苗族自治州瓮安县。朵云拓展区二期安置房业主反映：朵云二期的安置房，清晰可见房子墙体钢筋裸露，墙体还存在裂缝。
 ,,171,2026-03-12,https://x.com/whyyoutouzhele/status/2031983528318033923,《飞机拉流水线合集》
 ,,246,2026-03-09,https://x.com/whyyoutouzhele/status/2030969349381493079,网友投稿：
--
广东 广东,观点,1,2026-03-16,https://x.com/whyyoutouzhele/status/2033543811092115684,3月15日，广东。一名车主称，他的比亚迪防撞梁不知道是谁焊的“看看这一托鸡屎焊” 网友们表示：“年会吃砂糖桔呢，还想要什么工艺？” “比亚迪食堂的炒饭土豆丝太下饭了，吃晕碳了导致上班焊歪了可以理解” “估计是12小时两班倒打瞌睡没焊接好”
市辖区 重庆,卫生,121,2026-03-16,https://x.com/whyyoutouzhele/status/2033241820835275040,3月14日，重庆市南岸区重庆市第五人民医院新院区。患者家属反映，3月8日该院在为患者使用造影剂时导致其发生过敏反应，家属前往医院门口维权。
长沙 湖南,,40,2026-03-16,https://x.com/whyyoutouzhele/status/2033532484906844491,长沙解放西路事件后续 3月16日，长沙公安发布警情通报，当众实施不雅行为的张某某（男，36岁），唐某某(女，35岁)涉嫌寻衅滋事，已被采取刑事强制措施。 https:// x.com/whyyoutouzhele /whyyoutouzhele/status/2032964995433247005 …
省直辖县级行政区划 海南,案事件,188,2026-03-16,https://x.com/whyyoutouzhele/status/2033226723299656171,3月14日，打拐志愿者“上官正义”发视频称，在文昌市蓬莱镇龙头坡村一砖厂发现一名身份不明的残障男子。 对方在厂内干苦力多年，工头称其已离开，但他随后在厂区角落沙石堆旁找到该人。 当地部门到场后核查，对方只能写出一个名字和一个村，其余信息均不清楚，身份暂未确认。
 ,教育,39,2026-03-16,https://x.com/whyyoutouzhele/status/2033540034478109095,湘雅医院学生群中，有教师刷屏要求学生不要转发扩散有学生自杀的消息。
亳州 安徽,维权,135,2026-03-16,https://x.com/whyyoutouzhele/status/2033279569139220509,3月15日，安徽省亳州市 高新区第九社区铜关村。村民聚集维权，抗议当地政府强拆铜关庙。
阜阳 安徽,民生,156,2026-03-16,https://x.com/whyyoutouzhele/status/2033309769285456126,3月15日，安徽省阜阳市颍上县鲁口镇，村民反映：当地麦地在没有通知农户、未征得群众同意、也未进行青苗补偿的情况下，就被施工队施工拉管子。施工的挖掘机甚至直接碾过村民的田地作业。
北京 北京,国际,95,2026-03-16,https://x.com/whyyoutouzhele/status/2033523677061435737,3月15日，据《金融时报》报道，美国总统特朗普在接受采访时表示，原计划在北京举行的与中国国家主席习近平的会晤可能被推迟。
广州 广东,,354,2026-03-16,https://x.com/whyyoutouzhele/status/2033249370020123122,3月15日，广州315问题车展现场。 几名车企工作人员用遮雨布盖住一辆问界新能源车的车标及车车身上的的标语。 网友发弹幕：“玄武遮布” “丢人现眼”
 ,卫生,208,2026-03-16,https://x.com/whyyoutouzhele/status/2033324867408531947,3月15日，全国多地美宜佳便利店被曝出售卖假烟。 官方通报：经检测，其烟气指标不合格，意味着更高的致癌风险和成瘾性，严重影响消费者健康。 网友表示：“50步数和100步？” “我都已经抽烟了，你还跟我谈健康” ”“真烟不会致癌？”
广东 广东,民生,73,2026-03-16,https://x.com/whyyoutouzhele/status/2033536260388560906,3月15日，广东。一名年迈的环卫工阿姨手持铲子，颤颤巍巍地清理垃圾，每一下动作都显得十分吃力。
 ,案事件,363,2026-03-16,https://x.com/whyyoutouzhele/status/2033256924674986141,【被盗的国保琉璃竟在闲鱼公开售卖】 闲鱼平台一家店铺有人销售“元明时期三彩琉璃屋脊龙纹构件一套”，挂价36666元，而这套构件是全国重点文物保护单位夏禹神祠的正脊琉璃。
香港特别行政区 香港特别行政区,国际,241,2026-03-16,https://x.com/ZhouFengSuo/status/2033213170287042899,转：多伦多大学学生组织的“天安门：从香港到多伦多”讨论会气氛热烈、参与踊跃。三十多人参加，从白发长者到不到二十岁的学生，跨越世代，共同讨论历史与当下。 活动由著名政治学教授Lynette
 ,国际,328,2026-03-16,https://x.com/whyyoutouzhele/status/2033335084355379632,内塔尼亚胡被拍到喝咖啡的那家咖啡馆的 Instagram 账号也发布了内塔尼亚胡的相关照片。 不过，目前依然有大量网友质疑”这些视频和照片都是AI生成的”。
威海 山东,,96,2026-03-16,https://x.com/whyyoutouzhele/status/2033528712382271646,3月11日，山东威海。一博主称，华为音乐只要充值15元，其软件顶部会显示人民大会堂的图片。博主表示：“就冲这个页面，每月交15元就值了，华为的设计师是真的把爱国刻进了骨子里” 网友们感叹华为真正做到了割无死角韭菜。还有网友表示：这碗饭吴京早就吃完了。
澳大利亚 澳大利亚,国际,339,2026-03-16,https://x.com/whyyoutouzhele/status/2033218331553972412,3月15日，伊朗女足队长 扎赫拉·加班巴里 已撤回在澳大利亚提出的庇护申请，计划返回伊朗。 她是继亚洲杯期间申请庇护后又改变决定、返回伊朗的第五名队员。 在2026年亚洲杯期间，伊朗女足因拒唱国歌，引发伊朗政权威胁。随后，共有7名球员及工作人员向澳大利亚申请庇护，大多数人随后撤回了申请。
湖南 湖南,教育,115,2026-03-16,https://x.com/whyyoutouzhele/status/2033526193585319973,3月16日，湘雅医院发布公告，证实23级研究生孙同学于14日晚跳江，目前遗体已经被找到。 中南大学与湖南省卫健委已成立联合调查组。
 ,劳工,145,2026-03-16,https://x.com/whyyoutouzhele/status/2033475861417201945,3月15日，有天眼查员工在内部群中对“绩效升级申请结果”提出异议。 随后，HR在群内逐一@并回怼 对相关消息点赞的员工，并以“背调记录”相威胁
 ,卫生,212,2026-03-16,https://x.com/whyyoutouzhele/status/2033385266279305588,315曝光儿童面霜乱象：部分产品被检出激素、兽药成分 3月15日，央视“3·15晚会”及相关调查再次聚焦儿童护肤产品安全问题。调查显示，一些宣称“无激素”“草本配方”的儿童面霜、抑菌膏产品中，被检出强效激素、抗真菌药物甚至兽药成分。
保定 河北,卫生,275,2026-03-16,https://x.com/whyyoutouzhele/status/2033377727177515084,3月15日，河北保定。网友发视频称，在当地一处菜市场内，一名商贩将已经发霉的橘子用手拂去表面的霉斑后，又重新放回筐中继续售卖。 网友表示：“满城菜市场把发霉的橘子卖给老百姓，这是要毒害满城人。” 目前该视频已被删除。
苏州 江苏,,130,2026-03-16,https://x.com/whyyoutouzhele/status/2033513617346204025,“处长在企业有专属车位” 3月13日，卡车司机丁师傅要将一车货物送进苏州一园区，在入口处遭到保安刁难。 保安见到丁师傅嚣张的说：你办证了没有？我靠~你知不知道，这里可是世界200强的德企！你先把车倒过来然后办证。
上海 上海,,445,2026-03-16,https://x.com/whyyoutouzhele/status/2033339968110682394,此前，马督公此前提出“霸王茶姬咖啡因过量，堪比准毒品”的言论被当作典型案例严肃处理。 该事件在上海SMG新闻综合频道黄金时段新闻节目报道后，3月15日早晨又登上CCTV-13。 央视还专门安排了 长达13分钟的专题报道，详细梳理事件来龙去脉，包括警方的侦查过程与现场抓捕画面。节目中不仅
福建 福建,维权,412,2026-03-16,https://x.com/whyyoutouzhele/status/2033211624257913332,3月14日，福建省。一名居民发视频称自家房屋在自己外出期间被突然强拆，拆迁补偿仅2.7万元。 房主表示，出门时房子还好好的，回家后却发现房屋已被拆毁，水电也被全部断掉。
长沙 湖南,,165,2026-03-16,https://x.com/whyyoutouzhele/status/2033480025153081804,3月15日，长沙解放西路出现模仿者，一名女子在大街上穿着暴露，手持前一日女生同款iPad ，引发路人聚集围观，随后被便衣警察以“涉嫌扰乱公共秩序”为由带走。期间女子不停挣扎大喊：“救命啊，救命啊” https:// x.com/whyyoutouzhele /whyyoutouzhele/status/2032964995433247005 …
莆田 福建,劳工,390,2026-03-16,https://x.com/whyyoutouzhele/status/2033294668239347995,3月15日，福建省莆田市仙游县郊尾镇三和街仙游郊尾中学东北400米。仙游县毅达鞋业有限公司有限公司，欠薪，一名工人和妻子抱着孩子在门口讨薪。工人表示自己凌晨五点在门口等到现在。喊话希望老板能及时结清工资。
 ,观点,478,2026-03-16,https://x.com/whyyoutouzhele/status/2033317316826710410,国内多家媒体集体炒作称，人民大会堂的水壶使用了30年，引发网友集体嘲讽。 评论区集体表示：自己一天工作12个小时都没哭，看到这个视频真哭了。
河北 河北,民生,223,2026-03-16,https://x.com/whyyoutouzhele/status/2033400365706567861,3月11日，河北，一名残疾外卖员在雨中仍然拄着拐杖一瘸一拐地送餐。
 ,,490,2026-03-16,https://x.com/whyyoutouzhele/status/2033302219798278631,媒体报道，中国性价比笔记本品牌驰为（Chuwi）近日陷入CPU欺诈丑闻，被曝出拿老U充当新U。 以高性价比著称的国产笔记本品牌驰为（Chuwi），其CoreBook X笔记本电脑被曝宣传搭载新款锐龙处理器，实际却装配过时型号。 用户反映，自己购买的该型号笔记本，实际使用体验与宣传的新款锐龙5
 ,观点,173,2026-03-16,https://x.com/whyyoutouzhele/status/2033430564087148946,“公开”审理 近日，一律师解读 “公开审理的案件，实则为何难以旁听”。 法律上规定，公民只需持身份证即可申请旁听庭审，但在现实操作中往往难以实现。
河南 河南,案事件,189,2026-03-16,https://x.com/whyyoutouzhele/status/2033506062893298131,3月15日，河南。一男子实名举报称，其被京东陷害，在看守所被无辜羁押了361天，最终无罪释放。这起冤案，导致他的企业直接破产，重点扶贫项目搁置。京东的诬告行为，给他和他的企业造成了毁灭性的打击”
 ,经济,269,2026-03-16,https://x.com/whyyoutouzhele/status/2033468318209003615,3月14日，胖东来再次发布声明：“40亿资产分配”其实沿用了胖东来已经持续二十多年的分配体制，因为近期要建梦之城门店，所以把资产转化为股本，“避免未来出现财务分配问题，目的是让企业明明白白地安全经营和发展”
市辖区 北京,维权,239,2026-03-16,https://x.com/whyyoutouzhele/status/2033415464743756195,“钦点”的“村民代表”是不是“代表”？ 近日，北京市昌平区兴寿镇秦城村。 一次村民代表大会上，村民因质疑 选举程序合法性，而与村委书记发生争执。 村民质疑，参会的村民代表并非由全体村民选举产生，而是由村委书记或村干部直接指定并通知到场，由这些“代表”作出的任何决定都不具备法律效力。
 ,观点,571,2026-03-16,https://x.com/whyyoutouzhele/status/2033352548980289594,3月14日，马克思逝世143周年纪念日。 部分国内媒体发布纪念内容，呼吁网友“停留三秒献花”。 然而在评论区中，也出现了一些颇具反讽意味的留言，有网友表示：“防止西方思想对我国的渗透”“西方那套理论我们要坚决抵制”“不认识这人”，甚至还有人调侃称：“是个好人，可惜死得太晚了。”
上海 上海,案事件,404,2026-03-16,https://x.com/whyyoutouzhele/status/2033362615913869558,上海男子在美团买到假茅台：维权后店铺消失，还被“开盒”骚扰 3月15日，上海。一男子在美团上买到假茅台，投诉维权后遭到骚扰电话轮番轰炸，家庭住址等信息也遭到开盒。
镇江 江苏,经济,582,2026-03-16,https://x.com/whyyoutouzhele/status/2033287124993364243,799元镜片进价仅15元溢价超50倍 3月14日，江苏。在亚洲最大的眼镜产品集散地，被誉为 “中国眼镜之都”的丹阳，记者发现个别商家聊到拿货价格时十分谨慎，只敢在手机上打字悄悄透露，生怕“隔墙有耳”。
北京 北京,民生,353,2026-03-16,https://x.com/whyyoutouzhele/status/2033453215224627451,3月15日，一名女子介绍在北京农村的生活成本：液化气罐40元/瓶；冬天用电高峰期，加上各种补贴，一天电费才5.4元。 对此各省网友们纷纷表达不满：“凭什么首都液化气40元，其他地方都是100多元？” “河北取暖费一个冬天要五六千”
北京 北京,,348,2026-03-16,https://x.com/whyyoutouzhele/status/2033524157107908772,3月14日，被媒体炒作“勤俭、使用了30年的人民大会堂保温瓶”的生产商出来回应：“他们从2010年起开始给人民大会堂供货，16年来坚持派人到北京上门维修这些保温瓶。” 而据网友晒出的商品条码数据查询，这款保温壶上市时间为2015年。
伊朗 伊朗,国际,751,2026-03-16,https://x.com/whyyoutouzhele/status/2033347519313244556,15天前伊朗开战前的领导人合影，开战 15天后，只剩下了树木。
山东 山东,教育,334,2026-03-16,https://x.com/whyyoutouzhele/status/2033498518653215004,3月15日，山东。一名工厂HR表示，自己收到一份硕士生的简历。 HR感叹：“我们这是工厂，你硕士干普工太屈才了吧” 然而这位硕士生却回复：“大哥，我找不到工作了，不做能怎么办呢？”
 ,,662,2026-03-16,https://x.com/whyyoutouzhele/status/2033423018031251492,网友投稿：网购收到了一个“因两会不能发货”的发货通知 3月15日，一网友网购，却收到一个并不是自己购买的手机壳，上面提示：因全国两会召开，期间本产品暂时无法发货。
周口 河南,案事件,328,2026-03-16,https://x.com/whyyoutouzhele/status/2033460762933383609,“73岁老人土地补助卡，被盗刷9.7万” 3月15日，河南周口。73岁的段先生反映称，他名下有一张河南农商银行卡，是大队发的，用来领取土地补助。 但最近卡里的9.7万元不翼而飞，疑似遭到盗刷。 去派出所报案，对方表示，5万元以上归公安局管。 但公安局又说：10万元以上归派出所管。
以色列 以色列,国际,1161,2026-03-16,https://x.com/whyyoutouzhele/status/2033328139712057684,内塔尼亚胡现身，辟谣已死传闻 3月12号，以色列总理内塔尼亚胡发表了一个电视讲话，结果有眼尖的网友进行一帧一帧地分析，发现“内塔尼亚胡抬起右手那会儿是六根手指”，信誓旦旦认定 “内塔尼亚胡已死”，“而这则视频绝对是AI生成视频的穿帮bug， 或是 官方在用AI替身维稳”
 ,观点,1245,2026-03-16,https://x.com/whyyoutouzhele/status/2033234270265717141,3月15日，一名博主评价315晚会：除了给我制造焦虑没有任何好处，它就是每年提醒一下，我吃的是垃圾，我用的也是垃圾，曝光以后消费者该吃还是吃。 我记得前两年的商家企业，大部分罚款都是几十万左右，平均每天罚1000，那不就罚款，那交投流费。
纽约 纽约,国际,714,2026-03-16,https://x.com/whyyoutouzhele/status/2033360442681336197,中国“3·15”打假日当天，纽约中领馆外墙再现讽刺投影 中领馆与行动者上演“光影攻防战” 纽约，3月15日——美东时间今晚8时，海外非营利组织“中国行动”（China Action）第四次在中国驻纽约总领事馆外墙实施大型政治投影。
江苏 江苏,民生,713,2026-03-16,https://x.com/whyyoutouzhele/status/2033392816878223837,3月14日。江苏。一名腿脚不便的老人来医院看病，因为买不起轮椅，只能用坐在两个板凳上，一点点挪着前进。 3月14日，浙江。一名快递员一只胳膊打着点滴，还在坚持送外卖。网友回复：“鼬先生，斑是对的，这个世界已经糟糕透了，在无限月读的世界里，所有人的愿望都能实现”
四川 四川,,424,2026-03-16,https://x.com/whyyoutouzhele/status/2033483411361505668,“文字狱” 3月11日，四川。一名网友在微信顺丰小程序咨询客服能否邮寄草莓时发现，“草”字被系统判定为违禁词，消息无法发送。 他把“草莓”写成“炒莓”，才成功发出。 事后，该网友将聊天截图发布到抖音。视频却被平台以“涉及低俗内容”为由限流。
广州 广东,教育,501,2026-03-16,https://x.com/whyyoutouzhele/status/2033490963067224540,3月15日，广州广交会人才招聘现场，大量毕业生前来求职，现场人山人海，队伍一眼望不到头。 一名参加招聘会的网友表示，这场招聘不过是一场“被精心编排的就业闹剧”。 长长的队伍排得像条绝望的长龙，用我们这群走投无路的应届生，装点出一派虚假繁荣的就业景象。
 ,国际,978,2026-03-16,https://x.com/whyyoutouzhele/status/2033355268893851846,中国驻纽约总领事馆前 行动者和使馆工作人员上演追光大战
美国 美国,国际,788,2026-03-16,https://x.com/whyyoutouzhele/status/2033438113297559571,3月14日，一名在美国的中文老师“强哥”发视频辟谣牢A的“斩杀线”理论。 强哥说：失业交不起月供，政府会有4个月宽限期，不会一失业房子立马消失； 连续五年没交房产税，房子才会进入法拍程序，能买得起上百万的房子应该不缺钱交税；
西宁 青海,案事件,745,2026-03-16,https://x.com/whyyoutouzhele/status/2033445664353657001,3月14日，网传青海西宁一中，三名女初中生仅仅因为快手上的一条评论产生矛盾，在学校体育场约架。 过程中，其中一名女生持刀将两人捅伤，其中一人经抢救无效身亡。随后，持刀女生疑似跳楼身亡。 目前，尚未有国内媒体对该事件进行公开报道
--
